Date,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),aFRR UP_FI,aFRR DOWN_FI,mFRR UP_FI,mFRR DOWN_FI,,SPOT_FI,Hydro (GWh),,month,year,day
21/05/2024 14:00,83.15,78.5,17,20,46.8,15,50.53,,18.33,,,5,2024,21
21/05/2024 15:00,62,70,17,23.1,42,15,57.6,,15.04,,,5,2024,21
21/05/2024 16:00,85,78.5,17,25,42,14.3,62.09,,20.75,,,5,2024,21
21/05/2024 17:00,85,98.63,17,23.4,40,15.78,54.52,,24.99,,,5,2024,21
21/05/2024 18:00,94,79.5,17,22.7,84,15.78,52.52,,31.14,,,5,2024,21
21/05/2024 19:00,93.09,80,13,20.3,70,15.78,48.21,,33.83,,,5,2024,21
21/05/2024 20:00,92.6,90,13,25.8,66,15.78,53.87,,33.83,,,5,2024,21
21/05/2024 21:00,86.34,78.74,8,23.5,51.2,15.78,36.07,,30.69,,,5,2024,21
21/05/2024 22:00,80.73,78.13,1.83,37,65,13.34,31.39,,30.2,,,5,2024,21
21/05/2024 23:00,40,70,1,40.9,46.8,14.3,24.61,,13.94,,,5,2024,21
22/05/2024 00:00,70.21,55,1.2,46.3,43.2,13.2,24,,8.33,,,5,2024,22
22/05/2024 01:00,70.03,1.62,2.6,45.8,46.8,13.2,23.36,,3.42,,,5,2024,22
22/05/2024 02:00,69.79,4,5,25.7,36.5,13.2,21.52,,2.81,,,5,2024,22
22/05/2024 03:00,70.32,10,32,25.1,42,13.2,22.63,,2.63,,,5,2024,22
22/05/2024 04:00,42.94,5,8,20.82,45,13.2,32.4,,2.39,,,5,2024,22
22/05/2024 05:00,50,10,5,20.82,47,13.2,44.07,,2.92,,,5,2024,22
22/05/2024 06:00,5.29,86,3.5,22.3,48.5,14.3,59.73,,4.94,,,5,2024,22
22/05/2024 07:00,5.29,89,2.6,24.4,43.5,14.3,64.63,,23.97,,,5,2024,22
22/05/2024 08:00,5.29,93.08,5,26.7,42,14.3,47.96,,36.45,,,5,2024,22
22/05/2024 09:00,40,87.93,1,22,42,15,50.99,,38.09,,,5,2024,22
22/05/2024 10:00,40,5,1,22,42,17.5,49,,33.28,,,5,2024,22
22/05/2024 11:00,30,5,1,31.9,38,18.4,31.75,,23.13,,,5,2024,22
22/05/2024 12:00,76.01,10,1,30,38.7,18.4,29.06,,9.34,,,5,2024,22
22/05/2024 13:00,75.48,5,1,35.1,38.5,17.6,17.73,,4.92,,,5,2024,22
22/05/2024 14:00,72,3.99,2.6,25.8,42,17.6,17.21,,3.61,,,5,2024,22
22/05/2024 15:00,50,64.09,5,22,42,15.4,18.37,,3.08,,,5,2024,22
22/05/2024 16:00,40,70,2.6,20.8,55.7,14.3,30.52,,3.03,,,5,2024,22
22/05/2024 17:00,48.13,69.93,2,23.4,57.3,13.2,39.32,,4.29,,,5,2024,22
22/05/2024 18:00,48,74.8,1,33.3,52.9,13.2,38.51,,7.84,,,5,2024,22
22/05/2024 19:00,42.98,5,1,35,25.3,13.2,21.38,,10.13,,,5,2024,22
22/05/2024 20:00,85,15,1,38.5,21.6,12.5,15.2,,10,,,5,2024,22
22/05/2024 21:00,69.9,3.99,1,59.8,24.4,14,14.2,,4.98,,,5,2024,22
22/05/2024 22:00,67.56,5,1,35,14,13.8,13.1,,4.12,,,5,2024,22
22/05/2024 23:00,63.9,3.99,1,30,14,17.5,8.58,,2.5,,,5,2024,22
23/05/2024 00:00,62,1,1.32,27.93,14,17.5,8.58,,0.16,,,5,2024,23
23/05/2024 01:00,62,5,8,26.1,18.5,15.3,8.58,,1.5,,,5,2024,23
23/05/2024 02:00,30,5,15,23.5,14,15.29,8.58,,0.93,,,5,2024,23
23/05/2024 03:00,30,5,8,25.3,22,15.19,8.58,,0.25,,,5,2024,23
23/05/2024 04:00,50,5,2.09,38.9,14,15.3,12.1,,0,,,5,2024,23
23/05/2024 05:00,65.49,1,1.32,42,17.5,16.4,14.3,,0.14,,,5,2024,23
23/05/2024 06:00,40,70,1,27.8,23.8,14,14.3,,1.28,,,5,2024,23
23/05/2024 07:00,50,82.22,1,35.7,24.4,15,16.85,,3.09,,,5,2024,23
23/05/2024 08:00,50,70,1,35,25,16.1,9.24,,10.75,,,5,2024,23
23/05/2024 09:00,62,66.78,1,30,24.9,15.8,20.9,,22.42,,,5,2024,23
23/05/2024 10:00,30,27,1,27.4,21,19.5,23.1,,15.13,,,5,2024,23
23/05/2024 11:00,105,9.8,1,20.8,28,17.5,21.83,,6.98,,,5,2024,23
23/05/2024 12:00,72,5,1,19.1,40.9,17.4,21.83,,4.32,,,5,2024,23
23/05/2024 13:00,62,8,1,23.4,25.2,13.2,10.56,,2.99,,,5,2024,23
23/05/2024 14:00,63.58,5,1,30.68,34.2,12,10.56,,1.77,,,5,2024,23
23/05/2024 15:00,63.69,3.99,1,45,18.4,8,10.56,,1.2,,,5,2024,23
23/05/2024 16:00,69.91,2.77,1,41.4,16.6,8,13.42,,1.18,,,5,2024,23
23/05/2024 17:00,105,27,1,44.6,19.1,7.5,17.6,,1.29,,,5,2024,23
23/05/2024 18:00,105,27,1,31.1,14,7,16.5,,2.51,,,5,2024,23
23/05/2024 19:00,65.28,3.99,1,26.1,20.1,6,16.5,,4.13,,,5,2024,23
23/05/2024 20:00,63.91,5,1,26.1,14,5.93,9.9,,4.2,,,5,2024,23
23/05/2024 21:00,62.4,5,1,25.17,14,5.93,9.24,,2.88,,,5,2024,23
23/05/2024 22:00,30,5,1,29.6,14,5.92,9.24,,1.51,,,5,2024,23
23/05/2024 23:00,62,8,1,35.45,17.9,5,9.24,,0,,,5,2024,23
24/05/2024 00:00,64.91,6,4.5,37.2,14,5,13.2,,-0.85,,,5,2024,24
24/05/2024 01:00,50,5,10.5,31.3,14,5,13.2,,-2.46,,,5,2024,24
24/05/2024 02:00,50,1,10.2,48,14,5,12.1,,-2.49,,,5,2024,24
24/05/2024 03:00,50,1,68,48,14,5,12.1,,-2.24,,,5,2024,24
24/05/2024 04:00,62,3.99,36,48,14,5,13.2,,-1.97,,,5,2024,24
24/05/2024 05:00,72.27,55,25,48,13.3,5,15.4,,-0.61,,,5,2024,24
24/05/2024 06:00,86.59,27,17,41.5,16,7.7,18.5,,0.03,,,5,2024,24
24/05/2024 07:00,127.4,70,17,23,15.2,9.9,22.95,,4.87,,,5,2024,24
24/05/2024 08:00,119.81,55,3.04,21.6,24.8,9.9,23.67,,24.19,,,5,2024,24
24/05/2024 09:00,93.2,42,7.2,29.4,34.3,9.9,20,,65,,,5,2024,24
24/05/2024 10:00,88.68,86.08,8,35.2,37.5,12.5,19.99,,57.41,,,5,2024,24
24/05/2024 11:00,85.74,29,4.5,125,36,12.5,18.02,,30.8,,,5,2024,24
24/05/2024 12:00,83.37,27,13,145.8,33.5,9.94,16.81,,26.28,,,5,2024,24
24/05/2024 13:00,78.79,27,8,135.2,35,7.5,21.5,,23.34,,,5,2024,24
24/05/2024 14:00,74.84,15,17,119,22,7.5,16,,20.97,,,5,2024,24
24/05/2024 15:00,83.79,15,17,100,28.1,7.5,16.88,,16.39,,,5,2024,24
24/05/2024 16:00,84.86,15,17,104.3,19,9.9,14.3,,12.44,,,5,2024,24
24/05/2024 17:00,87.34,29,17,100.3,20.6,7.7,14.2,,16.39,,,5,2024,24
24/05/2024 18:00,88.79,55,17,93.4,17.7,7.7,13.2,,22.46,,,5,2024,24
24/05/2024 19:00,86.1,52.02,4.5,86.3,17.7,7.7,12.1,,24.94,,,5,2024,24
24/05/2024 20:00,85,55,8,96,20,9.9,11,,26.39,,,5,2024,24
24/05/2024 21:00,76.13,29,15,112.9,24,9.94,9.9,,23.7,,,5,2024,24
24/05/2024 22:00,72,29,8,116.8,25,8.88,9.9,,20.62,,,5,2024,24
24/05/2024 23:00,72,27,8,135,26,14.3,9.92,,13.73,,,5,2024,24
25/05/2024 00:00,68.63,8,13,142.6,26,14.3,10.1,,6.45,,,5,2024,25
25/05/2024 01:00,62,8,15,46,23.1,15.4,9.9,,6.11,,,5,2024,25
25/05/2024 02:00,62,1.8,13,44.5,34,15.4,9.8,,6.23,,,5,2024,25
25/05/2024 03:00,68.95,1.73,13,30.06,35,15.4,9.8,,6.08,,,5,2024,25
25/05/2024 04:00,69.38,5,13,24.45,36,16.5,9.9,,6.3,,,5,2024,25
25/05/2024 05:00,77.63,10,13,19.53,23,17.5,12.27,,6.55,,,5,2024,25
25/05/2024 06:00,72,27,8,21.18,24.2,13.1,14.68,,6.98,,,5,2024,25
25/05/2024 07:00,85,80.72,8,20,20.9,14.2,15.23,,10.23,,,5,2024,25
25/05/2024 08:00,85,10,8,19.2,20.9,14.2,14.44,,16.87,,,5,2024,25
25/05/2024 09:00,50,10,8,23.6,20.9,14.2,12.44,,20.92,,,5,2024,25
25/05/2024 10:00,76.51,10,1,30,20.9,17.28,12.1,,20.45,,,5,2024,25
25/05/2024 11:00,11.3,1.6,1,33,20.9,17.6,12.1,,15.16,,,5,2024,25
25/05/2024 12:00,7.63,5,1,28.7,20.9,17.6,12.1,,9.11,,,5,2024,25
25/05/2024 13:00,41.7,3.99,1,25.5,20.9,18.35,11.9,,3.24,,,5,2024,25
25/05/2024 14:00,40,3.99,13,26.8,20.9,17.6,11.9,,0.04,,,5,2024,25
25/05/2024 15:00,72,27,13,35,20.9,17.6,12.1,,0,,,5,2024,25
25/05/2024 16:00,78.1,27,8,41.69,20.9,15.3,12.45,,1.05,,,5,2024,25
25/05/2024 17:00,85,27,8,45.6,20.9,13.1,12.1,,11.6,,,5,2024,25
25/05/2024 18:00,82.65,27,8,39.42,20.9,13.1,12.1,,15.7,,,5,2024,25
25/05/2024 19:00,73.15,10,13,60,20.9,12.5,12.1,,18.01,,,5,2024,25
25/05/2024 20:00,72,27,1,84.2,20.9,12.1,9.9,,15.25,,,5,2024,25
25/05/2024 21:00,50,10,1,25,20.9,7.5,9.9,,10.75,,,5,2024,25
25/05/2024 22:00,62,3.99,1,24.9,20.9,7.5,9.9,,5.42,,,5,2024,25
25/05/2024 23:00,72,2.68,1,24.35,20.9,10.78,14.3,,3.86,,,5,2024,25
26/05/2024 00:00,69.35,1,1.21,23.44,21.5,12,14.3,,2.42,,,5,2024,26
26/05/2024 01:00,69.38,1,8,24.62,24,12.5,14.3,,1.64,,,5,2024,26
26/05/2024 02:00,64.4,1,8,24,24,13.86,14.3,,1.95,,,5,2024,26
26/05/2024 03:00,69.66,1,5,30,24,15.84,12.54,,1.98,,,5,2024,26
26/05/2024 04:00,72,0.9,17,32.47,24,15.4,14.3,,2,,,5,2024,26
26/05/2024 05:00,72,4,25,32.47,21.9,16.94,17.05,,2.26,,,5,2024,26
26/05/2024 06:00,72,29,17,32.47,24,17.5,19.3,,2.49,,,5,2024,26
26/05/2024 07:00,69.48,55,13,27.9,24,17.5,19.73,,3.07,,,5,2024,26
26/05/2024 08:00,15.8,4.3,4.5,28.6,20.1,24.2,10.3,,4.51,,,5,2024,26
26/05/2024 09:00,8.87,5,5,25,23.8,27.63,9.24,,7.08,,,5,2024,26
26/05/2024 10:00,7.63,5,13,26.1,22,30.31,9.24,,1.25,,,5,2024,26
26/05/2024 11:00,7.63,4,13,26.8,20,29.54,9.24,,0,,,5,2024,26
26/05/2024 12:00,7.63,10,25,29.3,24,29.54,9.24,,-0.09,,,5,2024,26
26/05/2024 13:00,62,3.99,15,30,20,28.6,9.24,,-2.12,,,5,2024,26
26/05/2024 14:00,62,10,17,32.47,20,28.6,9.24,,-6.05,,,5,2024,26
26/05/2024 15:00,11.19,3.99,13,37.9,20,22,9.24,,-5.1,,,5,2024,26
26/05/2024 16:00,76.43,10,25,46,20,24.2,19.07,,-2.79,,,5,2024,26
26/05/2024 17:00,85,10,25,25,20,24.2,18.7,,1.18,,,5,2024,26
26/05/2024 18:00,79.99,55,17,30,22.2,24.2,18.7,,9.03,,,5,2024,26
26/05/2024 19:00,75.06,67.46,13,25,20,22,16.5,,12.1,,,5,2024,26
26/05/2024 20:00,72,30.23,13,25,20,19.8,16,,12.59,,,5,2024,26
26/05/2024 21:00,85,42,1,27.1,23.1,17.5,14.3,,7.66,,,5,2024,26
26/05/2024 22:00,68.31,1.6,1,28.1,24,12.5,14.3,,4.59,,,5,2024,26
26/05/2024 23:00,85,5,1.21,35.6,24,12.5,18.04,,2.81,,,5,2024,26
27/05/2024 00:00,105,3.99,2.34,36.3,24,12.5,18.04,,0.91,,,5,2024,27
27/05/2024 01:00,94,1.6,13,49,38.3,12.5,18.04,,-1.73,,,5,2024,27
27/05/2024 02:00,70.84,0.2,8,35,20.6,14,18.04,,-1.73,,,5,2024,27
27/05/2024 03:00,72,0.94,8,35,20.9,17.5,18.04,,-1.79,,,5,2024,27
27/05/2024 04:00,72.8,0.4,2.34,32,18.5,17.5,19.82,,-1.56,,,5,2024,27
27/05/2024 05:00,85,3.99,2,29.1,27.9,21.56,20,,-0.15,,,5,2024,27
27/05/2024 06:00,105,10,1,26,21.9,24.2,21.83,,0.4,,,5,2024,27
27/05/2024 07:00,85,71.71,1,29,18.7,24.2,35.73,,2.9,,,5,2024,27
27/05/2024 08:00,85,70,1,29.3,22.1,24.2,29.87,,7.71,,,5,2024,27
27/05/2024 09:00,94,15,1,32.5,22.3,21.56,29.5,,11.91,,,5,2024,27
27/05/2024 10:00,75.12,3.99,1,36.5,18.5,17.5,26.19,,7.81,,,5,2024,27
27/05/2024 11:00,69.11,3.99,1,43.7,19,16.28,21.56,,4.23,,,5,2024,27
27/05/2024 12:00,63.86,1.47,1,46,16.5,12.5,21.64,,2.72,,,5,2024,27
27/05/2024 13:00,63.9,5,1,40.1,22.34,12.5,25.08,,1.71,,,5,2024,27
27/05/2024 14:00,40,3.99,1,41.2,24,12,25.08,,1.46,,,5,2024,27
27/05/2024 15:00,40,6,1,30.5,24,12.5,25.08,,1.5,,,5,2024,27
27/05/2024 16:00,75.95,27,1,26.6,35.1,12.5,28.6,,1.81,,,5,2024,27
27/05/2024 17:00,105,27,1,26.1,20.1,12.5,25.08,,2.35,,,5,2024,27
27/05/2024 18:00,144.9,27,1,27.97,28.2,7.5,25.08,,3.55,,,5,2024,27
27/05/2024 19:00,120,10,1,27.97,20,7,25.08,,4.18,,,5,2024,27
27/05/2024 20:00,120,5,1,35,20,6,21.56,,4.26,,,5,2024,27
27/05/2024 21:00,72,1.6,1,40,20,6,21.56,,3.7,,,5,2024,27
27/05/2024 22:00,72,1,1.4,30,15,6,21.56,,2.78,,,5,2024,27
27/05/2024 23:00,23.43,3.99,2,27.7,20,5,13,,1.38,,,5,2024,27
28/05/2024 00:00,30,1,3,25,20,5,13,,-0.01,,,5,2024,28
28/05/2024 01:00,30,5,8,25,20,5,13,,-1.03,,,5,2024,28
28/05/2024 02:00,30,6,8,23.8,20,5,13,,-1.73,,,5,2024,28
28/05/2024 03:00,40,1,3,24.5,20,5,13,,-2,,,5,2024,28
28/05/2024 04:00,94,15,2.07,24.9,20,6,18.04,,-2.01,,,5,2024,28
28/05/2024 05:00,71.28,59,1.4,30,20,7.5,21.56,,-1,,,5,2024,28
28/05/2024 06:00,85,72.53,1,30,20,15,25.08,,0.84,,,5,2024,28
28/05/2024 07:00,83.01,80,1,36,18.5,17.5,28.6,,3.88,,,5,2024,28
28/05/2024 08:00,76.44,73.84,1,46,15,17.5,29.7,,12.73,,,5,2024,28
28/05/2024 09:00,62,67.98,1,37,16.4,16.28,25.08,,15.61,,,5,2024,28
28/05/2024 10:00,40,70,1,37,20,12.5,20,,14.04,,,5,2024,28
28/05/2024 11:00,20,68.6,1,32,20.6,7.5,21.56,,8.18,,,5,2024,28
28/05/2024 12:00,23.2,67.61,1,25.6,30,7.5,20,,4.81,,,5,2024,28
28/05/2024 13:00,18,6,1,24,26.4,7.5,21.56,,3.8,,,5,2024,28
28/05/2024 14:00,64.67,5,1,38.8,25.8,7,21.56,,2.81,,,5,2024,28
28/05/2024 15:00,65.31,5,1,45.6,20,7,21.56,,2.22,,,5,2024,28
28/05/2024 16:00,67.25,64.65,1,42,17.5,7.5,25.08,,2.27,,,5,2024,28
28/05/2024 17:00,69.94,72.34,1,52,17.8,16.28,25.08,,2.91,,,5,2024,28
28/05/2024 18:00,72,77.3,1,25.14,13.3,17.5,25.08,,4.85,,,5,2024,28
28/05/2024 19:00,82.06,77,1,25,19.88,17.5,25.08,,7.54,,,5,2024,28
28/05/2024 20:00,80,77.68,1,22,20,16.28,21.56,,12.5,,,5,2024,28
28/05/2024 21:00,66.91,70,1,24.4,26,12.5,18.04,,9.66,,,5,2024,28
28/05/2024 22:00,25,5,1,25,24,12.5,18.04,,7.88,,,5,2024,28
28/05/2024 23:00,43,27,1,30,25.97,12.5,19.58,,4.51,,,5,2024,28
29/05/2024 00:00,43,15,1.28,30,22.7,12.5,17.82,,2.27,,,5,2024,29
29/05/2024 01:00,43,5,1.73,28,25.9,12.5,17.82,,0.92,,,5,2024,29
29/05/2024 02:00,45,1.9,3,22.88,21.6,12.54,16.25,,0.79,,,5,2024,29
29/05/2024 03:00,48,1,3,24.6,20,14.3,17.82,,0.85,,,5,2024,29
29/05/2024 04:00,65.41,3.99,3.5,22,20,16.06,17.82,,1.16,,,5,2024,29
29/05/2024 05:00,90.41,200,1.9,20,20,13.2,21.34,,1.97,,,5,2024,29
29/05/2024 06:00,200,240,1.28,18,20,12.5,19.58,,3.01,,,5,2024,29
29/05/2024 07:00,200,270,1,20,24.2,12.5,17.82,,18.01,,,5,2024,29
29/05/2024 08:00,123,270,1,21.52,32.9,19.8,9.9,,61.98,,,5,2024,29
29/05/2024 09:00,87,240,1,27.5,37.56,19.8,9.9,,91.81,,,5,2024,29
29/05/2024 10:00,68,240,1,35,41.5,19.8,9.9,,88.29,,,5,2024,29
29/05/2024 11:00,68,240,1,37.1,41,20.9,9.24,,67.96,,,5,2024,29
29/05/2024 12:00,200,240,1,66.7,23.6,22,9.24,,62.21,,,5,2024,29
29/05/2024 13:00,200,240,1,59.1,22.6,20.9,9.9,,59.05,,,5,2024,29
29/05/2024 14:00,187,400,1,23.1,20,20.9,9.9,,62.19,,,5,2024,29
29/05/2024 15:00,200,400,1.28,21,20,19.8,9.9,,42.01,,,5,2024,29
29/05/2024 16:00,200,240,1.73,23.3,42.5,12.5,28.6,,200,,,5,2024,29
29/05/2024 17:00,299,270,1.28,17.4,36.2,12.5,27.5,,249.92,,,5,2024,29
29/05/2024 18:00,200,270,1,18.98,29.5,12.1,26.73,,52.9,,,5,2024,29
29/05/2024 19:00,200,270,1,23.16,25.1,12.5,27.5,,116.65,,,5,2024,29
29/05/2024 20:00,167,240,1,22.31,20,12.1,30.68,,83.91,,,5,2024,29
29/05/2024 21:00,123,200,1,25,20,14.3,27.5,,61.21,,,5,2024,29
29/05/2024 22:00,65.49,28.52,1,23.81,34.8,15,25.3,,37.11,,,5,2024,29
29/05/2024 23:00,55,15,1,27.5,34.7,17.5,12.54,,5.09,,,5,2024,29
30/05/2024 00:00,35,8,1,25.9,20.8,17.54,12.54,,3.09,,,5,2024,30
30/05/2024 01:00,35,4,3,26,20,17.54,12.54,,1.82,,,5,2024,30
30/05/2024 02:00,35,5,3.5,26,20.5,17.54,12.54,,1.08,,,5,2024,30
30/05/2024 03:00,48,3.99,3,25.1,26.2,17.5,12.54,,1.25,,,5,2024,30
30/05/2024 04:00,62,10,3,22,27.3,17.5,14.3,,1.81,,,5,2024,30
30/05/2024 05:00,140,71,1.9,22,19.27,13.2,16.06,,2.69,,,5,2024,30
30/05/2024 06:00,180,27,1.44,29,28.4,13.2,18.71,,5.21,,,5,2024,30
30/05/2024 07:00,140,110,1.7,34.3,20,13.2,23.94,,60.03,,,5,2024,30
30/05/2024 08:00,140,140,1.7,67.2,26.6,20.9,23.48,,142,,,5,2024,30
30/05/2024 09:00,140,177,1,60,20,20.9,20.91,,106.54,,,5,2024,30
30/05/2024 10:00,18,82,1,37.3,15,22,22.68,,141.99,,,5,2024,30
30/05/2024 11:00,18,27,1.7,32.2,20,22,21.89,,141.99,,,5,2024,30
30/05/2024 12:00,180,27,1.7,25,28.3,22,18.79,,100,,,5,2024,30
30/05/2024 13:00,230,27,1.44,25,24.5,22,21.71,,109.91,,,5,2024,30
30/05/2024 14:00,180,140,1.44,26,28.8,22,16.73,,141.14,,,5,2024,30
30/05/2024 15:00,180,140,1.44,25,20,20.9,22.18,,200.04,,,5,2024,30
30/05/2024 16:00,300,140,1.44,23.6,20,12.5,34.41,,144.63,,,5,2024,30
30/05/2024 17:00,390,220,1.44,25,26.8,12.5,26.4,,179.42,,,5,2024,30
30/05/2024 18:00,300,177,1.44,26.5,20,12.5,23.69,,195.37,,,5,2024,30
30/05/2024 19:00,230,50,1,30,20,12.5,21.74,,249.92,,,5,2024,30
30/05/2024 20:00,180,73.64,1,25,17.5,12.5,19.55,,173.06,,,5,2024,30
30/05/2024 21:00,82.36,37,1,25,18.6,16.06,16,,60.95,,,5,2024,30
30/05/2024 22:00,73.43,27,15,27,20,14.3,12.54,,42.67,,,5,2024,30
30/05/2024 23:00,77,66.91,15,22.2,20,17.5,14.3,,14.96,,,5,2024,30
31/05/2024 00:00,74.25,66.65,28,20,19.6,17.5,13.51,,6.03,,,5,2024,31
31/05/2024 01:00,69.52,50,32,25,15,17.5,12.54,,7.11,,,5,2024,31
31/05/2024 02:00,69.59,42,36,24.3,17.5,17.82,12.54,,6.85,,,5,2024,31
31/05/2024 03:00,76.54,27,36,23.8,15.5,17.82,14.3,,7.12,,,5,2024,31
31/05/2024 04:00,75.93,42,17,29.9,15,18.97,16.91,,7.19,,,5,2024,31
31/05/2024 05:00,180,140,8,35.3,15.6,14.3,57.36,,9.14,,,5,2024,31
31/05/2024 06:00,151.7,187.74,5,29.9,15,13.2,62.4,,13.53,,,5,2024,31
31/05/2024 07:00,140,177,5,22,20,13.2,80.44,,86.37,,,5,2024,31
31/05/2024 08:00,135.3,170.98,5,22,20,20.9,81.73,,122.94,,,5,2024,31
31/05/2024 09:00,85,160.09,5,22,22.26,20.9,83.26,,109.67,,,5,2024,31
31/05/2024 10:00,113.12,147.3,5,22,23.7,20.9,86.09,,101.18,,,5,2024,31
31/05/2024 11:00,67,140.24,7.2,22,21.81,17.6,85.33,,90.29,,,5,2024,31
31/05/2024 12:00,62,123,5,23.2,20,17.6,84.05,,82.5,,,5,2024,31
31/05/2024 13:00,62,123,5,22,19.88,17.6,87.18,,75.44,,,5,2024,31
31/05/2024 14:00,180,127.17,5,29.4,16.6,17.6,90.05,,69.11,,,5,2024,31
31/05/2024 15:00,180,131.78,5,38.1,19.3,17.6,93.58,,65.82,,,5,2024,31
31/05/2024 16:00,180,140.47,5,50,15,13.2,98.46,,67.37,,,5,2024,31
31/05/2024 17:00,180,167.59,5,27,19.9,13.2,103,,71.98,,,5,2024,31
31/05/2024 18:00,180,163.25,5,35.8,16.4,13.2,90.55,,80.67,,,5,2024,31
31/05/2024 19:00,85.99,83.39,5,29.7,20,13.2,38,,104.47,,,5,2024,31
31/05/2024 20:00,85.62,71,5,20,15.4,14.3,32.21,,98.45,,,5,2024,31
31/05/2024 21:00,79.85,71,8,21,12.84,17.82,18.7,,18.59,,,5,2024,31
31/05/2024 22:00,80.11,67.51,8,21,20.9,17.82,18.7,,18.22,,,5,2024,31
31/05/2024 23:00,62,25,13,28.6,21.26,20.67,15.5,,12.45,,,5,2024,31
01/06/2024 00:00,62,15,13,29.6,22.3,20.87,14.3,,7.71,,,6,2024,1
01/06/2024 01:00,62,10,32,29.8,22.29,21.12,14.3,,15.5,,,6,2024,1
01/06/2024 02:00,48,10,32,21,22.6,21.28,14.3,,15.11,,,6,2024,1
01/06/2024 03:00,48,10,32,28.8,36.7,20.48,14.3,,14.06,,,6,2024,1
01/06/2024 04:00,55,10,15,29.2,39.5,20.66,15.27,,13.14,,,6,2024,1
01/06/2024 05:00,140,26,7.2,26.1,46.7,17.5,18.7,,13.5,,,6,2024,1
01/06/2024 06:00,140,27,5,32,54.4,15.84,21.77,,13.94,,,6,2024,1
01/06/2024 07:00,140,30.4,5,34.5,42,15.4,20,,14.98,,,6,2024,1
01/06/2024 08:00,140,73.5,5,31.3,30.1,19.78,18.8,,17.46,,,6,2024,1
01/06/2024 09:00,180,73.5,5,34.3,20.7,19.8,18.7,,21.17,,,6,2024,1
01/06/2024 10:00,180,90.5,5,22.8,20.71,19.95,18.7,,22.44,,,6,2024,1
01/06/2024 11:00,140,85.1,5,21,12.84,24,18.71,,21.52,,,6,2024,1
01/06/2024 12:00,86.47,83.87,7.2,21,12.84,24,18.7,,20.7,,,6,2024,1
01/06/2024 13:00,88.4,85.8,8,21,15,23.43,18.7,,20.3,,,6,2024,1
01/06/2024 14:00,85,86.13,5,21,13.6,17.6,18.7,,19.07,,,6,2024,1
01/06/2024 15:00,40.7,82,5,20.1,15,18.7,18.7,,21,,,6,2024,1
01/06/2024 16:00,140,100.88,7.2,20,14.5,14.3,19.7,,21.33,,,6,2024,1
01/06/2024 17:00,140,108.68,5,24.2,22.1,14.3,45.13,,18.2,,,6,2024,1
01/06/2024 18:00,140,109.81,5,26.5,25,14.3,32.47,,36.08,,,6,2024,1
01/06/2024 19:00,62,50,5,32.5,21,14.3,19.7,,43.88,,,6,2024,1
01/06/2024 20:00,62,73.5,5,31,15,14.3,18.7,,40.01,,,6,2024,1
01/06/2024 21:00,62,73.5,8,31.5,15,18.91,18.7,,21.6,,,6,2024,1
01/06/2024 22:00,62,71,1,19,11,18.82,16.5,,26.8,,,6,2024,1
01/06/2024 23:00,66.53,68.93,1,19,11,17.82,16.06,,18.4,,,6,2024,1
02/06/2024 00:00,65.01,50,1.16,23.5,11,19.58,16.06,,11.51,,,6,2024,2
02/06/2024 01:00,48,10,3.5,25,11,21.02,14.3,,4.13,,,6,2024,2
02/06/2024 02:00,40,4,5,19,11,22.34,14.3,,2.61,,,6,2024,2
02/06/2024 03:00,35,5,4,25.4,11,22.34,14.3,,1.65,,,6,2024,2
02/06/2024 04:00,55,5,2.33,27,11,21.34,15.1,,0.99,,,6,2024,2
02/06/2024 05:00,67,27,1.85,27.5,11,17.5,18.7,,1.1,,,6,2024,2
02/06/2024 06:00,22.33,29.69,1.16,21.5,11,15.4,18.7,,2.12,,,6,2024,2
02/06/2024 07:00,20,30,1.16,28,11,15.4,19.8,,4.9,,,6,2024,2
02/06/2024 08:00,25,30,1.16,30,11,18.7,18.94,,4.11,,,6,2024,2
02/06/2024 09:00,20.3,37,1.16,28,11,18.9,18.84,,2.99,,,6,2024,2
02/06/2024 10:00,25,30,1.16,26,11,19.8,17.48,,7.88,,,6,2024,2
02/06/2024 11:00,10.5,42,1.16,30,15,18.7,16.78,,7.22,,,6,2024,2
02/06/2024 12:00,81.53,78.93,1,21.5,18,18.7,16.5,,11.91,,,6,2024,2
02/06/2024 13:00,83.81,91.21,1,27,24.9,18.7,16.5,,14.53,,,6,2024,2
02/06/2024 14:00,16,76.37,1,31,28.03,18.7,17.95,,19.13,,,6,2024,2
02/06/2024 15:00,102.4,82,1,86,34.3,18.7,19.96,,21.41,,,6,2024,2
02/06/2024 16:00,18,70.6,1,90.5,13,14.3,20,,16.57,,,6,2024,2
02/06/2024 17:00,0,97,1,74.5,13,14.3,21.87,,40,,,6,2024,2
02/06/2024 18:00,182.68,110,1,43.5,9.3,14.3,20.3,,40,,,6,2024,2
02/06/2024 19:00,62,73.71,1,30.5,8.7,14.3,22.7,,101.75,,,6,2024,2
02/06/2024 20:00,180,123,1,30.6,7,14.3,22.7,,110.28,,,6,2024,2
02/06/2024 21:00,130.49,123,1,29.3,9.3,17.5,19.7,,42.73,,,6,2024,2
02/06/2024 22:00,62,37,1,27.6,8.7,17.82,16.5,,82.51,,,6,2024,2
