Date,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),aFRR UP_FI,aFRR DOWN_FI,mFRR UP_FI,mFRR DOWN_FI,,SPOT_FI,Hydro (GWh),,month,year,day
13/01/2024 17:00,12.4,8,8,24,16,11,7,,70.78,,,1,2024,13
13/01/2024 18:00,12.4,1.76,32,23,16,12.1,7,,74.22,,,1,2024,13
13/01/2024 19:00,19.7,8,36,23,14,12.1,6,,75.81,,,1,2024,13
13/01/2024 20:00,33.2,1.36,46,24,14,22,6,,73.82,,,1,2024,13
13/01/2024 21:00,30,5,56,23,14,16.5,6,,73.06,,,1,2024,13
13/01/2024 22:00,30,0.9,56,21,13.19999,16.5,6,,80.19,,,1,2024,13
13/01/2024 23:00,30,6,56,22.5,17.8,18.7,6,,67.35,,,1,2024,13
14/01/2024 00:00,30,5,56,0,0,18.7,6,,61.65,,,1,2024,14
14/01/2024 01:00,30,6,56,0,0,18.7,6,,64.02,,,1,2024,14
14/01/2024 02:00,27.9,6,46,0,0,20,6,,62.11,,,1,2024,14
14/01/2024 03:00,31,6,25.4,0,0,13.2,6,,62.93,,,1,2024,14
14/01/2024 04:00,15,6,17,24.89999,17,11,6,,64.88,,,1,2024,14
14/01/2024 05:00,16,6,17,24.89999,17.19999,11,7,,65.38,,,1,2024,14
14/01/2024 06:00,15,6,14.5,20,15.3,11,7,,65.2,,,1,2024,14
14/01/2024 07:00,17,6,15,20,15.3,11,7,,67.62,,,1,2024,14
14/01/2024 08:00,17,6,15.5,20,12.69999,11,7,,72.01,,,1,2024,14
14/01/2024 09:00,52,0,13,20,14.4,11,7,,76.79,,,1,2024,14
14/01/2024 10:00,52,0,13,20,12.6,11,10,,81.38,,,1,2024,14
14/01/2024 11:00,60,1,5,20,13.69999,11,10,,81.33,,,1,2024,14
14/01/2024 12:00,60,14.8,4.5,20,15.3,10,10,,82.79,,,1,2024,14
14/01/2024 13:00,60,19.8,4.5,20,12.6,9.9,10,,80.39,,,1,2024,14
14/01/2024 14:00,17.4,19.8,4.4,20,14.3,9.9,10,,77.04,,,1,2024,14
14/01/2024 15:00,17,19.8,4.5,20,13.3,9.9,7,,79.15,,,1,2024,14
14/01/2024 16:00,17.4,14.8,4.5,20,12.8,9.9,6,,82.32,,,1,2024,14
14/01/2024 17:00,15,14.8,13,20,14.4,11,6,,86.62,,,1,2024,14
14/01/2024 18:00,16,8,17,20,12.6,12.1,6,,91.86,,,1,2024,14
14/01/2024 19:00,18,8,36,20,14.9,12.1,6,,94.64,,,1,2024,14
14/01/2024 20:00,30,8,145,24.89999,15.69999,14.3,6,,85.26,,,1,2024,14
14/01/2024 21:00,30,6,145,23,18.5,15,6,,79.06,,,1,2024,14
14/01/2024 22:00,30,6,145,24.89999,18.89999,15,6,,78.41,,,1,2024,14
14/01/2024 23:00,39,6,145,22.5,18,15,6,,74.67,,,1,2024,14
15/01/2024 00:00,39,6,145,0,0,15,6,,66.89,,,1,2024,15
15/01/2024 01:00,30,6,85,0,0,15,5,,69.65,,,1,2024,15
15/01/2024 02:00,18.2,6,26.7,0,0,15,8,,66.05,,,1,2024,15
15/01/2024 03:00,18,6,13,0,0,11,8,,64.31,,,1,2024,15
15/01/2024 04:00,18,5,13,25.5,20,9.9,8,,62.04,,,1,2024,15
15/01/2024 05:00,18,5,12.7,29.89999,18.8,9.9,8,,63.57,,,1,2024,15
15/01/2024 06:00,17,5,13,22.89999,15.69999,9.9,8,,70.57,,,1,2024,15
15/01/2024 07:00,15.1,5,13,22.89999,15.3,10,8,,85.79,,,1,2024,15
15/01/2024 08:00,15.6,5,11.8,20,12.6,10,8,,113.52,,,1,2024,15
15/01/2024 09:00,12.5,5,10.3,20,12.8,10,8,,111.04,,,1,2024,15
15/01/2024 10:00,13,5,11,19.89999,12.6,10,8,,128.06,,,1,2024,15
15/01/2024 11:00,17.4,1.47,5,19.89999,12.6,9.9,8,,101.89,,,1,2024,15
15/01/2024 12:00,16,19.8,4.5,19.89999,12.6,9.9,12,,129.02,,,1,2024,15
15/01/2024 13:00,15,14.8,4.5,19.89999,12.6,9.9,17.58,,129.08,,,1,2024,15
15/01/2024 14:00,17,19,4.4,20,13.9,9.9,17.58,,129.08,,,1,2024,15
15/01/2024 15:00,15,14.8,4.33,20,12,9.9,17.58,,123.78,,,1,2024,15
15/01/2024 16:00,17,14.8,4.5,20,12,9.9,17.58,,108.28,,,1,2024,15
15/01/2024 17:00,17,9.8,7,22.89999,12,11,12.08,,110.02,,,1,2024,15
15/01/2024 18:00,12.4,5,11,20,12,12.1,8,,109.08,,,1,2024,15
15/01/2024 19:00,12.4,2.9,46,20,12.6,12.1,8,,115.57,,,1,2024,15
15/01/2024 20:00,16,1.13,32,20,17.3,16.5,8,,110.66,,,1,2024,15
15/01/2024 21:00,24,6,32,21.89999,18,16.5,4,,103.15,,,1,2024,15
15/01/2024 22:00,36,6,32,21.89999,18.5,16.5,4,,92.95,,,1,2024,15
15/01/2024 23:00,36,5,32,23.89999,16.5,18.7,4,,89.49,,,1,2024,15
16/01/2024 00:00,36,5,32,0,0,18.7,4,,86.43,,,1,2024,16
16/01/2024 01:00,24,6,32,0,0,16.5,4,,82.19,,,1,2024,16
16/01/2024 02:00,24,5,17.2,0,0,16.5,4,,81.4,,,1,2024,16
16/01/2024 03:00,18,5,13,0,0,12,4,,80.07,,,1,2024,16
16/01/2024 04:00,17.4,3.99,13,25.5,19,9.9,5,,78.26,,,1,2024,16
16/01/2024 05:00,18,1,13,53,19.51,10,5,,77.59,,,1,2024,16
16/01/2024 06:00,17.4,1,13,74.2,15.69999,10,5,,83.45,,,1,2024,16
16/01/2024 07:00,17.4,1.2,13,53,21,10,5,,123,,,1,2024,16
16/01/2024 08:00,17.4,1.6,12.4,25.89999,17.5,11,5,,193.42,,,1,2024,16
16/01/2024 09:00,17.4,3.99,11,25.89999,13.69999,11,5,,275.59,,,1,2024,16
16/01/2024 10:00,13.1,2.9,8,25.89999,15.3,11,5,,270.56,,,1,2024,16
16/01/2024 11:00,17.4,10,4.5,25.89999,15.1,12.1,5,,249.93,,,1,2024,16
16/01/2024 12:00,12.4,50,3.2,34,15.3,12.1,5,,200.55,,,1,2024,16
16/01/2024 13:00,14.41,170,1.87,39,17.69999,12,7,,170.04,,,1,2024,16
16/01/2024 14:00,15,195,1.8,39,16.19999,12.1,7,,141.97,,,1,2024,16
16/01/2024 15:00,17.4,217.35,1.87,39,19,12.1,5,,143.58,,,1,2024,16
16/01/2024 16:00,12.4,29.8,1.9,39,19,12.1,5,,156.16,,,1,2024,16
16/01/2024 17:00,25,24.8,4.5,39,19,14.3,5,,170.08,,,1,2024,16
16/01/2024 18:00,18,3.3,25,25,15.1,16.5,5,,170.81,,,1,2024,16
16/01/2024 19:00,27.6,3.99,26.8,25,14.8,16.5,5,,164.52,,,1,2024,16
16/01/2024 20:00,27.6,3.99,31.6,38.89999,19.5,18.7,5,,145.42,,,1,2024,16
16/01/2024 21:00,27.6,3.99,32,27.3,18.8,23.1,6,,151.51,,,1,2024,16
16/01/2024 22:00,27.6,3.99,20.4,25.5,18.5,23.1,6,,131.44,,,1,2024,16
16/01/2024 23:00,29.7,4.45,13,25.19999,16,23.1,4,,121.14,,,1,2024,16
17/01/2024 00:00,59.1,5,8.8,0,0,24,4,,102.43,,,1,2024,17
17/01/2024 01:00,17.4,4.45,8,0,0,25.3,4,,95.63,,,1,2024,17
17/01/2024 02:00,13.4,1,8,0,0,20.9,6,,84.26,,,1,2024,17
17/01/2024 03:00,17.1,0.86,8,0,0,12.1,7,,82.1,,,1,2024,17
17/01/2024 04:00,15,0.86,8,40.29999,18,11,7,,82.09,,,1,2024,17
17/01/2024 05:00,12.4,4.45,8,75,25,11,7,,90.06,,,1,2024,17
17/01/2024 06:00,17,3.99,7.2,76.4,28,11,7,,134.58,,,1,2024,17
17/01/2024 07:00,15,5,7.2,79.09999,28,11,7,,150,,,1,2024,17
17/01/2024 08:00,11.8,5.5,6,57.21999,22,11,7,,147.72,,,1,2024,17
17/01/2024 09:00,11.61,0.86,2.34,46.79999,22,11,7,,122.02,,,1,2024,17
17/01/2024 10:00,17,14.8,2,35,20,11,7,,105.59,,,1,2024,17
17/01/2024 11:00,21.3,27,2,25.89999,20,11,7,,110.33,,,1,2024,17
17/01/2024 12:00,23.4,30.5,1.9,25.87,20,10,7,,111.1,,,1,2024,17
17/01/2024 13:00,21.3,27,2,35.1,20,9.9,7,,116.49,,,1,2024,17
17/01/2024 14:00,17.1,9.8,2.34,32,20,9.9,7,,119.9,,,1,2024,17
17/01/2024 15:00,11.3,7.5,4.57,35.1,17,9.9,7,,117.97,,,1,2024,17
17/01/2024 16:00,10,1.93,11.2,37,20,9.9,7,,121.82,,,1,2024,17
17/01/2024 17:00,7.35,1,17,41.5,19,11,7,,124.84,,,1,2024,17
17/01/2024 18:00,21.3,6,2.33999,29,20,12.1,7,,136.44,,,1,2024,17
17/01/2024 19:00,11.3,7.5,4.57,24.57,20,12.1,4,,120.01,,,1,2024,17
17/01/2024 20:00,10,1.92999,11.19999,28.5,20,12.1,4,,110.96,,,1,2024,17
17/01/2024 21:00,7.34999,1,17,25.5,18,10,4,,106.61,,,1,2024,17
17/01/2024 22:00,21.3,6,32,23,17.1,9.9,4,,97.51,,,1,2024,17
17/01/2024 23:00,25,6,46,25.5,12.19999,9.9,4,,91.36,,,1,2024,17
18/01/2024 00:00,30,6,46,0,0,9,4,,68,,,1,2024,18
18/01/2024 01:00,40,1,46,0,0,7.5,5,,47.97,,,1,2024,18
18/01/2024 02:00,40,1,46,0,0,6.5,5,,49.26,,,1,2024,18
18/01/2024 03:00,18.6,6,32,0,0,6.5,5,,46.55,,,1,2024,18
18/01/2024 04:00,50,6,17.2,44,15,6.5,5,,44.95,,,1,2024,18
18/01/2024 05:00,40,6,13.6,60.7,17,7,5,,46.72,,,1,2024,18
18/01/2024 06:00,40.2,6,13,70,20.1,7,5,,60.93,,,1,2024,18
18/01/2024 07:00,47.4,6,13,70.9,20,7,5,,76.19,,,1,2024,18
18/01/2024 08:00,40.2,1,13,57.39999,19.69999,7.5,5,,97.48,,,1,2024,18
18/01/2024 09:00,47.4,1.6,13,47.29999,17,7.5,5,,108.13,,,1,2024,18
18/01/2024 10:00,47.4,1,17,40.29999,17,7.5,5,,99.09,,,1,2024,18
18/01/2024 11:00,40.2,6,13.6,37,15.5,7.5,5,,110.9,,,1,2024,18
18/01/2024 12:00,40.2,0.9,12.7,39,15,7.7,7,,107.95,,,1,2024,18
18/01/2024 13:00,33,1.55,1.9,38,15.5,7.7,7,,93.55,,,1,2024,18
18/01/2024 14:00,50,8,1.85,37.5,15.5,8,7,,87.62,,,1,2024,18
18/01/2024 15:00,40.2,10,1.18,55,20,9.9,5,,86.43,,,1,2024,18
18/01/2024 16:00,12.4,19.8,1.18,33.5,20,9.9,5,,94.25,,,1,2024,18
18/01/2024 17:00,12.4,19.8,1.18,33.39999,20,12.1,4,,99.52,,,1,2024,18
18/01/2024 18:00,10,8,1.85,26,20,18.7,4,,104.68,,,1,2024,18
18/01/2024 19:00,12.4,8,5,36.29999,18,9.9,5,,103.26,,,1,2024,18
18/01/2024 20:00,10,1.7,5,34.1,20,9.9,5,,94.53,,,1,2024,18
18/01/2024 21:00,15,1,17,25,20,12.1,4,,86.97,,,1,2024,18
18/01/2024 22:00,15,6,28.48,25,20,18.69999,4,,81.13,,,1,2024,18
18/01/2024 23:00,15,6,29.7,25,28,15,4,,77.43,,,1,2024,18
19/01/2024 00:00,16,4.45,28.48,0,0,16.5,4,,71.33,,,1,2024,19
19/01/2024 01:00,15.42,4.45,28.48,0,0,16.5,4,,68.4,,,1,2024,19
19/01/2024 02:00,15.42,4.45,28.7,0,0,16.5,4,,65.34,,,1,2024,19
19/01/2024 03:00,18,4.45,28.48,0,0,16.5,4,,64.05,,,1,2024,19
19/01/2024 04:00,18,6,28.48,47,20.89999,14.3,4,,62.76,,,1,2024,19
19/01/2024 05:00,15,6,13,53,25,10,5,,63.32,,,1,2024,19
19/01/2024 06:00,15,6,13,55.79999,25.19999,8.8,5,,65.85,,,1,2024,19
19/01/2024 07:00,15.42,6,13,60.2,29.39999,8.8,5,,75.74,,,1,2024,19
19/01/2024 08:00,14.2,6,15.04,45.39999,23.8,8.8,5,,99.89,,,1,2024,19
19/01/2024 09:00,12.97,6,14.62,46,22.39999,9.9,5,,104.27,,,1,2024,19
19/01/2024 10:00,12.4,6,13.36,43.7,22.39999,10,5,,103.3,,,1,2024,19
19/01/2024 11:00,12.4,6,13,48,22.39999,10,5,,95.85,,,1,2024,19
19/01/2024 12:00,12.4,6,12.52,49,20,10,5,,86.56,,,1,2024,19
19/01/2024 13:00,13.9,0.94,2.62,36.29999,20,10,5,,78.72,,,1,2024,19
19/01/2024 14:00,15.42,8,1.9,35.1,20,10,5,,75.15,,,1,2024,19
19/01/2024 15:00,15.84,10,1.38,35.1,19.6,9.9,5,,76.91,,,1,2024,19
19/01/2024 16:00,17.4,19.8,1.38,35.7,19.8,10,5,,90.58,,,1,2024,19
19/01/2024 17:00,16.68,19.8,1.38,43,18.19999,10,5,,104.6,,,1,2024,19
19/01/2024 18:00,16.26,14.8,2.5,42.7,18.69999,11,5,,114.77,,,1,2024,19
19/01/2024 19:00,15,9.8,5,39.39999,16.8,13.2,5,,108.49,,,1,2024,19
19/01/2024 20:00,16,1.91,12.94,44,20,17.4,4,,106.05,,,1,2024,19
19/01/2024 21:00,15.84,1,17,28.1,19.19999,20.9,4,,91.77,,,1,2024,19
19/01/2024 22:00,17.1,1.91,32,25,19.3,25.3,4,,79.98,,,1,2024,19
19/01/2024 23:00,25,6,32,31.69999,17,28.6,4,,74.97,,,1,2024,19
20/01/2024 00:00,25,6,32,0,0,28.6,4,,66.69,,,1,2024,20
20/01/2024 01:00,25,3.99,32,0,0,28.6,4,,67.62,,,1,2024,20
20/01/2024 02:00,25,6,32,0,0,28.6,4,,65.01,,,1,2024,20
20/01/2024 03:00,25,6,30.9,0,0,28.6,4,,65.1,,,1,2024,20
20/01/2024 04:00,17,6,25,42.7,14,27.5,4,,63.34,,,1,2024,20
20/01/2024 05:00,15,6,17,53,17,15.4,5,,63.37,,,1,2024,20
20/01/2024 06:00,8.73,6,13,48.7,15.4,13.2,5,,68.91,,,1,2024,20
20/01/2024 07:00,6.5,5,13,55,15.4,13.2,5,,74.29,,,1,2024,20
20/01/2024 08:00,12.4,6,13,47,15.4,12.1,5,,83.49,,,1,2024,20
20/01/2024 09:00,12.4,6,13,48.79999,16.69999,11,5,,95.87,,,1,2024,20
20/01/2024 10:00,12.4,6,13,50.89999,16.19999,11,5,,99.71,,,1,2024,20
20/01/2024 11:00,12.4,6,13,48.79999,17,11,5,,99.86,,,1,2024,20
20/01/2024 12:00,12.4,6,11,49,11.35999,11,5,,95.87,,,1,2024,20
20/01/2024 13:00,12.4,3.99,2.31,51,12.6,10,5,,95.88,,,1,2024,20
20/01/2024 14:00,12.4,8,1.88,62,17,9.9,5,,95.81,,,1,2024,20
20/01/2024 15:00,12.8,17.3,1.88,43.79999,18.19999,9.9,5,,91,,,1,2024,20
20/01/2024 16:00,15,19.5,1.23,44.89999,15,8.8,5,,95.88,,,1,2024,20
20/01/2024 17:00,15.8,15.9,1.23,53,11.35999,7.7,5,,102.01,,,1,2024,20
20/01/2024 18:00,30,10,1.88,54.79999,12.6,7.7,5,,97.4,,,1,2024,20
20/01/2024 19:00,25,14.8,11,46,11.19999,7.5,5,,101.11,,,1,2024,20
20/01/2024 20:00,25,8,25,41.2,11.19999,6.5,5,,91.57,,,1,2024,20
20/01/2024 21:00,25,1.79,25,42,12,6.5,4,,80,,,1,2024,20
20/01/2024 22:00,25,2.17,32,27.5,11.19999,7,4,,73.39,,,1,2024,20
20/01/2024 23:00,37,1.16,32,23,15,6.5,4,,70.42,,,1,2024,20
21/01/2024 00:00,37,1,32,0,0,6.5,4,,66.99,,,1,2024,21
21/01/2024 01:00,37,1,32,0,0,6.5,4,,34.78,,,1,2024,21
21/01/2024 02:00,37,1.29,32,0,0,6.5,4,,34.73,,,1,2024,21
21/01/2024 03:00,37,1,32,0,0,6.5,4,,34.64,,,1,2024,21
21/01/2024 04:00,50,6,32,25.8,18,6.5,4,,34.4,,,1,2024,21
21/01/2024 05:00,50,6,32,28.69999,20,6.5,4,,34.28,,,1,2024,21
21/01/2024 06:00,37,6,36,28.19999,22.69999,6.1,4,,34.61,,,1,2024,21
21/01/2024 07:00,37,6,32,29,23,6.1,4,,34.3,,,1,2024,21
21/01/2024 08:00,37,6,32,26.69999,23,6.1,5,,34.98,,,1,2024,21
21/01/2024 09:00,37,6,32,31.69999,16,6.1,5,,34.83,,,1,2024,21
21/01/2024 10:00,50,6,32,28.6,18.89999,6.5,5,,35.58,,,1,2024,21
21/01/2024 11:00,37,6,32,33.39999,19.39999,6.5,5,,36.88,,,1,2024,21
21/01/2024 12:00,37,6,17,38.2,23,7.5,5,,37.8,,,1,2024,21
21/01/2024 13:00,37,1.77,5,22.5,28,7.5,5,,37.31,,,1,2024,21
21/01/2024 14:00,50,27,2.31,26,19.8,7,5,,36.78,,,1,2024,21
21/01/2024 15:00,50,27,2.31,24.3,20,7,5,,37.04,,,1,2024,21
21/01/2024 16:00,37,27,1.9,26.8,18.8,6.5,5,,37.53,,,1,2024,21
21/01/2024 17:00,37,27,2.31,26.1,19.19999,6.5,5,,37.41,,,1,2024,21
21/01/2024 18:00,37,27,4.5,23,24.39999,6.5,5,,35.92,,,1,2024,21
21/01/2024 19:00,37,27,13,34.29999,26.1,6.5,5,,35.53,,,1,2024,21
21/01/2024 20:00,37,27,17,33.5,27.39999,6.5,5,,34.96,,,1,2024,21
21/01/2024 21:00,37,8,32,37.39999,29.39999,6.5,5,,34.67,,,1,2024,21
21/01/2024 22:00,37,1.9,36,28.1,39,6.5,5,,34.55,,,1,2024,21
21/01/2024 23:00,105,4.45,36,25,31.19999,7.5,7,,34.83,,,1,2024,21
22/01/2024 00:00,120,4.45,36,0,0,7,7,,29.03,,,1,2024,22
22/01/2024 01:00,150,4.45,66,0,0,7,7,,27.3,,,1,2024,22
22/01/2024 02:00,150,4.45,66,0,0,7,7,,22.24,,,1,2024,22
22/01/2024 03:00,150,4.45,46,0,0,7,7,,18.62,,,1,2024,22
22/01/2024 04:00,120,4.45,36,32,42.6,7.5,8,,5.04,,,1,2024,22
22/01/2024 05:00,70,1.16,17,31.39999,41,10,8,,5.06,,,1,2024,22
22/01/2024 06:00,40,1.16,17,37.89999,30.39999,7.5,10,,20,,,1,2024,22
22/01/2024 07:00,48.4,1.16,17,37.89999,35.2,7.5,10,,26.05,,,1,2024,22
22/01/2024 08:00,40,1.43,13,32,22.39999,7.5,10,,33.2,,,1,2024,22
22/01/2024 09:00,40,1.16,17,23.39999,22,7.5,10,,33.08,,,1,2024,22
22/01/2024 10:00,40,1.16,32,21.19999,21.1,6.5,10,,32.87,,,1,2024,22
22/01/2024 11:00,50,2.17,36,31.39999,26.39999,6.5,10,,31.69,,,1,2024,22
22/01/2024 12:00,40,2.17,25,32,32.29999,6.5,10,,30.87,,,1,2024,22
22/01/2024 13:00,40,1,8,24.1,33,6.5,10,,30.6,,,1,2024,22
22/01/2024 14:00,50,14.8,8,23,28,6.5,10,,29.29,,,1,2024,22
22/01/2024 15:00,50,29,3.5,26.19999,24,6.5,10,,28.58,,,1,2024,22
22/01/2024 16:00,40,29,3.5,28,23.69999,6.5,10,,30.32,,,1,2024,22
22/01/2024 17:00,50,29,8,24.69999,20,6.5,10,,31.62,,,1,2024,22
22/01/2024 18:00,50,29,8,22.19999,25.5,6.5,10,,32.85,,,1,2024,22
22/01/2024 19:00,70,29,17,23,30.39999,6.5,10,,32.44,,,1,2024,22
22/01/2024 20:00,50,8,46,29.39999,42,6.5,8,,31.75,,,1,2024,22
22/01/2024 21:00,80,2.41,66,25,43.89999,6.5,8,,31.41,,,1,2024,22
22/01/2024 22:00,70,3.99,135,25,50.7,6.11,8,,28.84,,,1,2024,22
22/01/2024 23:00,80,6,145,28,40,6.11,8,,26.07,,,1,2024,22
23/01/2024 00:00,50,6,142.92,0,0,6.11,7,,23.03,,,1,2024,23
23/01/2024 01:00,50,6,135,0,0,6.11,7,,15.84,,,1,2024,23
23/01/2024 02:00,80,6,167,0,0,6.11,7,,9.86,,,1,2024,23
23/01/2024 03:00,60,6,142.92,0,0,6.11,7,,9.14,,,1,2024,23
23/01/2024 04:00,70,6,112,30,44.89999,6.11,8,,4.17,,,1,2024,23
23/01/2024 05:00,28.4,3.99,66,30.1,38,7,8,,10.22,,,1,2024,23
23/01/2024 06:00,25,4.45,25,41,43.6,6.5,10,,21.63,,,1,2024,23
23/01/2024 07:00,25,6,2.38,37.7,43,6.5,10,,25.73,,,1,2024,23
23/01/2024 08:00,25,6,4.5,32,38.78999,6.5,10,,29.39,,,1,2024,23
23/01/2024 09:00,25,6,5,27.5,37.88,7,10,,33.62,,,1,2024,23
23/01/2024 10:00,25,3.99,2.38,27.5,38.72999,7.5,10,,30.82,,,1,2024,23
23/01/2024 11:00,29.19,6,2.38,32,39.27,7.5,10,,29.92,,,1,2024,23
23/01/2024 12:00,27,6,0,32,39.28,7.5,10,,27.67,,,1,2024,23
23/01/2024 13:00,27,0.9,0,27.5,41.14,10,10,,26.58,,,1,2024,23
23/01/2024 14:00,27,9.8,0,25.3,39.46999,10,10,,26.76,,,1,2024,23
23/01/2024 15:00,27,14.8,0,28.89999,39.49,14.3,10,,26.73,,,1,2024,23
23/01/2024 16:00,15,17.3,0,30,41.35,15.4,10,,29,,,1,2024,23
23/01/2024 17:00,15,14.8,0,27.5,38,15,10,,64.95,,,1,2024,23
23/01/2024 18:00,12.4,14.8,0,23,39.2,15,10,,68.46,,,1,2024,23
23/01/2024 19:00,17.4,14.8,1.72,29,39.29999,13.2,10,,66.78,,,1,2024,23
23/01/2024 20:00,16,5,13,29,47.89999,13.2,8,,63.34,,,1,2024,23
23/01/2024 21:00,18,5,46,30,50.29999,15.4,8,,60.46,,,1,2024,23
23/01/2024 22:00,18,1.12,85,27.5,53.5,19.8,8,,52.45,,,1,2024,23
23/01/2024 23:00,31.2,2,85,27.5,30,31.9,8.58,,40.82,,,1,2024,23
24/01/2024 00:00,31.8,2,112,0,0,92.55,7,,33.26,,,1,2024,24
24/01/2024 01:00,31,1.87,112,0,0,102.76,7,,42.02,,,1,2024,24
24/01/2024 02:00,30.8,1.87,112,0,0,105.68,7,,39.76,,,1,2024,24
24/01/2024 03:00,30.6,1.73,25,0,0,103.93,7,,50.01,,,1,2024,24
24/01/2024 04:00,31.5,6,13,30,50,36.3,8.58,,48.92,,,1,2024,24
24/01/2024 05:00,23.8,1,8,35.5,45.1,20.9,7,,55.6,,,1,2024,24
24/01/2024 06:00,43.8,5,8,36,38.1,18.7,12,,80.05,,,1,2024,24
24/01/2024 07:00,18,5,8,36,35.2,17.6,12,,92.38,,,1,2024,24
24/01/2024 08:00,18,5,8,30,24,17.6,12,,94.27,,,1,2024,24
24/01/2024 09:00,7.62,5,11,30,24,17.6,12,,92.23,,,1,2024,24
24/01/2024 10:00,7.35,5,8,32,24,17.6,12,,94.26,,,1,2024,24
24/01/2024 11:00,7.62,5,8,32,25,18.7,12,,93.04,,,1,2024,24
24/01/2024 12:00,12.4,5,8,32,25,17.6,12,,92.73,,,1,2024,24
24/01/2024 13:00,15,5,4,32,27,17.6,12,,94.24,,,1,2024,24
24/01/2024 14:00,12.4,9.8,2.4,25.89999,34,17.6,12,,92.11,,,1,2024,24
24/01/2024 15:00,12.4,27,1.88,29.5,20,16.5,12,,81.39,,,1,2024,24
24/01/2024 16:00,15,19.8,1.88,32,24,16.5,12,,88.74,,,1,2024,24
24/01/2024 17:00,16,19.8,1.88,30,26.5,16.5,12,,92.47,,,1,2024,24
24/01/2024 18:00,15.7,14.8,2,32,20.1,16.5,10,,91.71,,,1,2024,24
24/01/2024 19:00,24.6,10,8,29,20,15.4,7,,86.93,,,1,2024,24
24/01/2024 20:00,90,8,32,29,23,15.4,9,,79.84,,,1,2024,24
24/01/2024 21:00,30,8,36,30,27,17.6,7,,64.99,,,1,2024,24
24/01/2024 22:00,30,1.6,66,29,27.39999,19.8,7,,63.46,,,1,2024,24
24/01/2024 23:00,120,4.45,85,29,32,27.5,7,,44.84,,,1,2024,24
25/01/2024 00:00,50,4.45,66,0,0,25.3,6,,38.53,,,1,2024,25
25/01/2024 01:00,50,4.45,85,0,0,25.3,6,,43.84,,,1,2024,25
25/01/2024 02:00,50,4.45,66,0,0,27.5,6,,43.97,,,1,2024,25
25/01/2024 03:00,60,5,66,0,0,27.5,6,,42.76,,,1,2024,25
25/01/2024 04:00,18,5,13,31.19999,23,25.3,7,,43.85,,,1,2024,25
25/01/2024 05:00,200,5,8,38.1,21,16.5,7,,45.11,,,1,2024,25
25/01/2024 06:00,90,5,8,48,25,15,14.08,,51.01,,,1,2024,25
25/01/2024 07:00,73,5,8,48,23,15.4,14.08,,74.34,,,1,2024,25
25/01/2024 08:00,49,5,8,30,18,15.4,10,,75.28,,,1,2024,25
25/01/2024 09:00,12.4,5,8,32,18,15.4,10,,89.02,,,1,2024,25
25/01/2024 10:00,12.4,5,8,30,17,16.5,10,,85.25,,,1,2024,25
25/01/2024 11:00,18,5,8,30,24.19999,17.6,7,,83.69,,,1,2024,25
25/01/2024 12:00,12.4,5,6,32,27,17.6,7,,78.66,,,1,2024,25
25/01/2024 13:00,13,5,3.2,32,20.3,18.7,7,,85.45,,,1,2024,25
25/01/2024 14:00,12.4,14.8,2.2,32,18,16.4,12,,82.78,,,1,2024,25
25/01/2024 15:00,18,50,2,32,18,15.4,7,,85.66,,,1,2024,25
25/01/2024 16:00,18,140,2.2,33.29999,18,15.4,7,,92.07,,,1,2024,25
25/01/2024 17:00,18,154.57,2.4,34,23,16.5,7,,101.38,,,1,2024,25
25/01/2024 18:00,17.4,50,2.69,33.5,22,17.3,7,,122.35,,,1,2024,25
25/01/2024 19:00,17.4,24.8,5,29,22,18.7,7,,114.3,,,1,2024,25
25/01/2024 20:00,10.14,5,5,29,25,19.8,4,,98.79,,,1,2024,25
25/01/2024 21:00,10.14,5,11,30,24,28.6,4,,91.07,,,1,2024,25
25/01/2024 22:00,40,5,17,29,23,36,4,,88.11,,,1,2024,25
25/01/2024 23:00,18,2.19,25,23,20,42.9,4,,80.02,,,1,2024,25
26/01/2024 00:00,19.08,1,32,0,0,40.7,4,,75.16,,,1,2024,26
26/01/2024 01:00,19.08,1.61,36,0,0,42.9,4,,79.99,,,1,2024,26
26/01/2024 02:00,19.08,1.61,25,0,0,42.9,4,,79.29,,,1,2024,26
26/01/2024 03:00,12.4,1.4,6.8,0,0,40.7,4,,79.04,,,1,2024,26
26/01/2024 04:00,18,0.9,8,28,17,36.3,6,,79.98,,,1,2024,26
26/01/2024 05:00,17.4,0,5.4,44,14,17.6,7,,94.37,,,1,2024,26
26/01/2024 06:00,18,2.72,8,29,14,15,10,,115.94,,,1,2024,26
26/01/2024 07:00,13.98,1,8,38,13,14.3,10,,134.66,,,1,2024,26
26/01/2024 08:00,16,0,6.8,32,18,13.2,7,,145.88,,,1,2024,26
26/01/2024 09:00,26.12,0,5.4,23,11.6,13.2,7,,141.51,,,1,2024,26
26/01/2024 10:00,80.33,2.19,5.2,23,18,13.2,7,,135.84,,,1,2024,26
26/01/2024 11:00,100,5,8,32,14,14.3,7,,114,,,1,2024,26
26/01/2024 12:00,22.4,0,8,23,14,10,7,,123.6,,,1,2024,26
26/01/2024 13:00,22.6,0,3.8,19,14,10,6,,120.93,,,1,2024,26
26/01/2024 14:00,52.13,5,2.62,23,16.1,7.5,4,,52.69,,,1,2024,26
